channel_name,handle,profile_url,subscriber_count,found_in_query
"The Axis Apartments Plymouth, MN",,"https://www.youtube.com/results?search_query=The+Axis+Apartments+Plymouth,+MN",2.41K,Plymouth Minnesota
Minnesota Hip Hop,,https://www.youtube.com/results?search_query=Minnesota+Hip+Hop,2.41K,Minnesota DJ
zerorez minnesota,,https://www.youtube.com/results?search_query=zerorez+minnesota,2.41K,left Minnesota
Minnesota Foodie,,https://www.youtube.com/results?search_query=Minnesota+Foodie,2.4K,Minnesota foodie
BlackFoodieTravelGuy,,https://www.youtube.com/results?search_query=BlackFoodieTravelGuy,2.4K,Minneapolis food
Midwest Cravings,,https://www.youtube.com/results?search_query=Midwest+Cravings,2.4K,Minneapolis food
Minnesota recreation,@MN.fishing,https://www.youtube.com/results?search_query=Minnesota+recreation,2.4K,Minnesota boat
Ron K,,https://www.youtube.com/results?search_query=Ron+K,2.4K,Minnesota food truck
Parks and Pints,,https://www.youtube.com/results?search_query=Parks+and+Pints,2.4K,Minnesota national park
Minnesota Smile,,https://www.youtube.com/results?search_query=Minnesota+Smile,2.4K,Minnesota Mediterranean
Thien Tam Minnesota,,https://www.youtube.com/results?search_query=Thien+Tam+Minnesota,2.4K,Minnesota taco
Kingston Auto & Tire,@KingstonAutoTire,https://www.youtube.com/results?search_query=Kingston+Auto+&+Tire,2.4K,Minnesota wheels tires
BackTroller Boats,,https://www.youtube.com/results?search_query=BackTroller+Boats,2.4K,Minnesota boat
Let's Go Kayaking,,https://www.youtube.com/results?search_query=Let's+Go+Kayaking,2.4K,Minnesota national park
"The Great Greek Mediterranean Grill Catering in Maple Grove, MN - 7860 Main St",,"https://www.youtube.com/results?search_query=The+Great+Greek+Mediterranean+Grill+Catering+in+Maple+Grove,+MN+-+7860+Main+St",2.4K,Minnesota Mediterranean
Death the Kid,,https://www.youtube.com/results?search_query=Death+the+Kid,2.4K,Minnesota taco
Kathie Hill,,https://www.youtube.com/results?search_query=Kathie+Hill,2.4K,Minnesota taco
MinnesotasCinema612,@MinnesotasCinema612,https://www.youtube.com/results?search_query=MinnesotasCinema612,2.4K,612 Minnesota
UMOJA Minnesota for Families,,https://www.youtube.com/results?search_query=UMOJA+Minnesota+for+Families,2.39K,Minnesota family
Minnesota Life with Mia,,https://www.youtube.com/results?search_query=Minnesota+Life+with+Mia,2.39K,Minnesota day in life
Higley Welding Minnesota,,https://www.youtube.com/results?search_query=Higley+Welding+Minnesota,2.39K,Minnesota grill
Minnesota ENT,,https://www.youtube.com/results?search_query=Minnesota+ENT,2.39K,Minnesota health
Chef Just Justin,,https://www.youtube.com/results?search_query=Chef+Just+Justin,2.39K,Minnesota grill
University of Minnesota Medical School,,https://www.youtube.com/results?search_query=University+of+Minnesota+Medical+School,2.39K,Minnesota health
My Road a Minnesota chat,,https://www.youtube.com/results?search_query=My+Road+a+Minnesota+chat,2.39K,Minnesota road
Every Bike Trail in Minnesota,,https://www.youtube.com/results?search_query=Every+Bike+Trail+in+Minnesota,2.39K,Minnesota road
Storm Chaser Brandon Asmus,,https://www.youtube.com/results?search_query=Storm+Chaser+Brandon+Asmus,2.39K,Minnesota blizzard
Minnesota Motors,,https://www.youtube.com/results?search_query=Minnesota+Motors,2.39K,Minnesota spring
MN Disc Golf,,https://www.youtube.com/results?search_query=MN+Disc+Golf,2.39K,Minnesota unboxing
JHP Art Gallery,,https://www.youtube.com/results?search_query=JHP+Art+Gallery,2.39K,Minnesota art gallery
St. Michael Catholic Church St. Michael MN,,https://www.youtube.com/results?search_query=St.+Michael+Catholic+Church+St.+Michael+MN,2.39K,St Michael MN
Enclave Dock & Lift Battle Lake MN,,https://www.youtube.com/results?search_query=Enclave+Dock+&+Lift+Battle+Lake+MN,2.39K,Minnesota lakefront
Campfire Bay Resort,,https://www.youtube.com/results?search_query=Campfire+Bay+Resort,2.39K,Minnesota resort
Jim May,,https://www.youtube.com/results?search_query=Jim+May,2.39K,Minnesota grill
United Lutheran Elbow Lake MN,,https://www.youtube.com/results?search_query=United+Lutheran+Elbow+Lake+MN,2.39K,Minnesota lakefront
Minnesota High School Football Network,,https://www.youtube.com/results?search_query=Minnesota+High+School+Football+Network,2.38K,Minnesota podcast
Jason Johnson,,https://www.youtube.com/results?search_query=Jason+Johnson,2.38K,Minnesota homeowner
WMPINVESTIGATIONS,,https://www.youtube.com/results?search_query=WMPINVESTIGATIONS,2.38K,Minnesota paranormal
Minnesota Church Multiplication,@minnesotachurchmultiplicat4739,https://www.youtube.com/results?search_query=Minnesota+Church+Multiplication,2.38K,Minnesota Thanksgiving
Anchor Roofing & Exteriors MN,,https://www.youtube.com/results?search_query=Anchor+Roofing+&+Exteriors+MN,2.38K,Minnesota homeowner
TheMinnesotaMonster,,https://www.youtube.com/results?search_query=TheMinnesotaMonster,2.38K,Minnesota this month
RCCG RESTORATION CHAPEL MN,,https://www.youtube.com/results?search_query=RCCG+RESTORATION+CHAPEL+MN,2.38K,Minnesota Thanksgiving
Jason Moberg,,https://www.youtube.com/results?search_query=Jason+Moberg,2.37K,Minnesota bowling
$29.99,,https://www.youtube.com/results?search_query=$29.99,2.37K,Minnesota knife shop
Knife Shopping,,https://www.youtube.com/results?search_query=Knife+Shopping,2.37K,Minnesota knife shop
Cirkel Jewelry,,https://www.youtube.com/results?search_query=Cirkel+Jewelry,2.37K,Minnesota jewelry making
Zion Lutheran Anoka,,https://www.youtube.com/results?search_query=Zion+Lutheran+Anoka,2.37K,Anoka Minnesota
10 Pins Down,,https://www.youtube.com/results?search_query=10+Pins+Down,2.37K,Minnesota bowling
$73.95,,https://www.youtube.com/results?search_query=$73.95,2.37K,Minnesota knife shop
Midwest Lake Cams,,https://www.youtube.com/results?search_query=Midwest+Lake+Cams,2.37K,Mille Lacs Lake
Minnesota School Dance DJ,,https://www.youtube.com/results?search_query=Minnesota+School+Dance+DJ,2.35K,Minnesota DJ
Cristian Baca,,https://www.youtube.com/results?search_query=Cristian+Baca,2.35K,Minnesota DJ
DJ Minnesota - Topic,,https://www.youtube.com/results?search_query=DJ+Minnesota+-+Topic,2.35K,Minnesota DJ
Ryan in Minnesota,,https://www.youtube.com/results?search_query=Ryan+in+Minnesota,2.34K,Minnesota dogs
Ian,,https://www.youtube.com/results?search_query=Ian,2.34K,Minnesota bike repair
MidWest HookSet,,https://www.youtube.com/results?search_query=MidWest+HookSet,2.34K,Minnesota fishing gear
Rover's Makeover Dog Grooming,,https://www.youtube.com/results?search_query=Rover's+Makeover+Dog+Grooming,2.34K,Minnesota dogs
Terramac,,https://www.youtube.com/results?search_query=Terramac,2.34K,Minnesota bike repair
FisherMN,,https://www.youtube.com/results?search_query=FisherMN,2.34K,Minnesota fishing gear
MKG Martial Arts,,https://www.youtube.com/results?search_query=MKG+Martial+Arts,2.33K,Minnesota martial arts
daft Cover Band,,https://www.youtube.com/results?search_query=daft+Cover+Band,2.33K,Minnesota band hire
Kong Khieu,,https://www.youtube.com/results?search_query=Kong+Khieu,2.33K,Minnesota buddhist
Phatcat09,,https://www.youtube.com/results?search_query=Phatcat09,2.33K,Minnesota Cinco Mayo
Shorin-Ryu MN,,https://www.youtube.com/results?search_query=Shorin-Ryu+MN,2.33K,Minnesota martial arts
phetsomphou,,https://www.youtube.com/results?search_query=phetsomphou,2.33K,Minnesota buddhist
KTS DD,,https://www.youtube.com/results?search_query=KTS+DD,2.33K,Minnesota belt making
"SMRLS Southern Minnesota Regional Legal Services, Inc.",,"https://www.youtube.com/results?search_query=SMRLS+Southern+Minnesota+Regional+Legal+Services,+Inc.",2.33K,Ramsey County Minnesota
KJs Cosmos,,https://www.youtube.com/results?search_query=KJs+Cosmos,2.32K,Minnesota glamping
Redefined Events,,https://www.youtube.com/results?search_query=Redefined+Events,2.32K,Minnesota hindu
Hassy Been There - Food & Travel Blogger,,https://www.youtube.com/results?search_query=Hassy+Been+There+-+Food+&+Travel+Blogger,2.32K,St Paul nightlife
ElinEstelle,,https://www.youtube.com/results?search_query=ElinEstelle,2.31K,Minneapolis fashion
Kiing Manolo,,https://www.youtube.com/results?search_query=Kiing+Manolo,2.31K,Minnesota go kart
University of Minnesota Consortium on Law & Values,,https://www.youtube.com/results?search_query=University+of+Minnesota+Consortium+on+Law+&+Values,2.3K,Minnesota professor
Blizzard Chess,,https://www.youtube.com/results?search_query=Blizzard+Chess,2.3K,Minnesota blizzard
Northstar Powersports & Marine,,https://www.youtube.com/results?search_query=Northstar+Powersports+&+Marine,2.3K,Minnesota UTV dealer
Minnesota Public Health Association,,https://www.youtube.com/results?search_query=Minnesota+Public+Health+Association,2.3K,Minnesota side by side
River Ridge Evangelical Free Church,,https://www.youtube.com/results?search_query=River+Ridge+Evangelical+Free+Church,2.3K,Minnesota evangelical
SnowBros,,https://www.youtube.com/results?search_query=SnowBros,2.3K,Minnesota blizzard
Minnesota Snowmobiler. Race Ride Wrench,,https://www.youtube.com/results?search_query=Minnesota+Snowmobiler.+Race+Ride+Wrench,2.3K,Minnesota side by side
Rondo CLT,,https://www.youtube.com/results?search_query=Rondo+CLT,2.3K,Ramsey County Minnesota
MN vikings skol,,https://www.youtube.com/results?search_query=MN+vikings+skol,2.3K,Minneapolis Vikings
Winona County Republicans,@winonacountyrepublicans2577,https://www.youtube.com/results?search_query=Winona+County+Republicans,2.29K,Winona Minnesota
Winona Nonprofit Alliance,@winonanonprofitalliance6044,https://www.youtube.com/results?search_query=Winona+Nonprofit+Alliance,2.29K,Winona Minnesota
University of Minnesota School of Public Health,,https://www.youtube.com/results?search_query=University+of+Minnesota+School+of+Public+Health,2.29K,Minnesota health
SOLØ Minnesota,,https://www.youtube.com/results?search_query=SOLØ+Minnesota,2.29K,Minnesota producer
Dunwoody College,,https://www.youtube.com/results?search_query=Dunwoody+College,2.29K,Minnesota college
MSUM Campus News,,https://www.youtube.com/results?search_query=MSUM+Campus+News,2.29K,Minnesota campus
Uncharted Territory,,https://www.youtube.com/results?search_query=Uncharted+Territory,2.29K,Sunfish Lake MN
Rob On Bikes,,https://www.youtube.com/results?search_query=Rob+On+Bikes,2.29K,Minnesota mountain biking
PedalerzMN,,https://www.youtube.com/results?search_query=PedalerzMN,2.29K,Minnesota road cycling
Minnesota State University Mankato APSO,,https://www.youtube.com/results?search_query=Minnesota+State+University+Mankato+APSO,2.29K,Minnesota state university
MSU Aviation | Flight School,,https://www.youtube.com/results?search_query=MSU+Aviation+|+Flight+School,2.29K,Minnesota state university
https://www.smumn.edu/,@monaclik11,https://www.youtube.com/results?search_query=https://www.smumn.edu/,2.29K,Minnesota online degree
$264.99,,https://www.youtube.com/results?search_query=$264.99,2.29K,Minnesota glass blowing
Forever Green Initiative,,https://www.youtube.com/results?search_query=Forever+Green+Initiative,2.29K,Minnesota fermentation
Goldenrod Garden,,https://www.youtube.com/results?search_query=Goldenrod+Garden,2.29K,Minnesota herb garden
Elder Raven,,https://www.youtube.com/results?search_query=Elder+Raven,2.29K,Sunfish Lake MN
MNSU CyberAware,,https://www.youtube.com/results?search_query=MNSU+CyberAware,2.29K,Minnesota state university
Find a Degree,,https://www.youtube.com/results?search_query=Find+a+Degree,2.29K,Minnesota online degree
mchristieonline,,https://www.youtube.com/results?search_query=mchristieonline,2.29K,Minnesota filmmaker
$39.00,,https://www.youtube.com/results?search_query=$39.00,2.29K,Minnesota glass blowing
Minnesota car spots,,https://www.youtube.com/results?search_query=Minnesota+car+spots,2.28K,Minnesota cars
One West Drive,@OneWestDriveApartments,https://www.youtube.com/results?search_query=One+West+Drive,2.28K,Excelsior Minnesota
National Karate,,https://www.youtube.com/results?search_query=National+Karate,2.28K,Minnesota martial arts
Tonka Tube,,https://www.youtube.com/results?search_query=Tonka+Tube,2.28K,Minnesota broomball
Aquarium Store Depot,,https://www.youtube.com/results?search_query=Aquarium+Store+Depot,2.28K,Minnesota aquarium store
The Roof to Curb Podcast,,https://www.youtube.com/results?search_query=The+Roof+to+Curb+Podcast,2.28K,Minnesota garden center
Grizzlywolf9,,https://www.youtube.com/results?search_query=Grizzlywolf9,2.28K,Minnesota transmission
Minnesota Then,@mnthen,https://www.youtube.com/results?search_query=Minnesota+Then,2.28K,Minnesota history museum
ArtFromTheInside Minnesota,,https://www.youtube.com/results?search_query=ArtFromTheInside+Minnesota,2.28K,Minnesota art museum
Aerial Imagery Media,,https://www.youtube.com/results?search_query=Aerial+Imagery+Media,2.28K,Minnesota aerial
BellMuseum,,https://www.youtube.com/results?search_query=BellMuseum,2.28K,Minnesota museum
ExcelsiorGrill,@ExcelsiorGrill,https://www.youtube.com/results?search_query=ExcelsiorGrill,2.28K,Excelsior Minnesota
Stoic Martial Arts Carver County Minnesota,,https://www.youtube.com/results?search_query=Stoic+Martial+Arts+Carver+County+Minnesota,2.28K,Minnesota martial arts
Aerial Ag & Farm,,https://www.youtube.com/results?search_query=Aerial+Ag+&+Farm,2.28K,Minnesota aerial
Midwest Sirens,,https://www.youtube.com/results?search_query=Midwest+Sirens,2.28K,Morrison County MN
Fever Field,,https://www.youtube.com/results?search_query=Fever+Field,2.28K,Minneapolis Uptown
OkeynyPrimoBanda Oficial,,https://www.youtube.com/results?search_query=OkeynyPrimoBanda+Oficial,2.28K,Minneapolis nightlife
Fab Weddings,,https://www.youtube.com/results?search_query=Fab+Weddings,2.27K,Minnesota wedding
Johnson Mertz Appliance,,https://www.youtube.com/results?search_query=Johnson+Mertz+Appliance,2.27K,Minnesota appliance store
Steve Ly,,https://www.youtube.com/results?search_query=Steve+Ly,2.27K,Minnesota wedding venue
Lollipop Media MN,,https://www.youtube.com/results?search_query=Lollipop+Media+MN,2.27K,Minnesota wedding
JJ VIKINGS,,https://www.youtube.com/results?search_query=JJ+VIKINGS,2.27K,Minneapolis Vikings
Eat Minnesota,,https://www.youtube.com/results?search_query=Eat+Minnesota,2.26K,Minnesota food
Minnesota Eats,@minnesotaeats9247,https://www.youtube.com/results?search_query=Minnesota+Eats,2.26K,Minnesota eats
Get quote,,https://www.youtube.com/results?search_query=Get+quote,2.26K,Twin Cities eats
ZIZI Boutique Modest Fashion,,https://www.youtube.com/results?search_query=ZIZI+Boutique+Modest+Fashion,2.26K,Minnesota fashion
GMFW Runway,,https://www.youtube.com/results?search_query=GMFW+Runway,2.26K,Minnesota fashion
PAULY'S AUTO,,https://www.youtube.com/results?search_query=PAULY'S+AUTO,2.26K,Minnesota mechanic
NorbCo,,https://www.youtube.com/results?search_query=NorbCo,2.26K,Minnesota auto repair
Kellyco Agency,,https://www.youtube.com/results?search_query=Kellyco+Agency,2.26K,Minnesota fashion
Minnesota Career Development Association,,https://www.youtube.com/results?search_query=Minnesota+Career+Development+Association,2.26K,Minnesota vocational
Minnesota Valley Lutheran High School,,https://www.youtube.com/results?search_query=Minnesota+Valley+Lutheran+High+School,2.25K,Minnesota education
The Coalition of Greater MN Cities,,https://www.youtube.com/results?search_query=The+Coalition+of+Greater+MN+Cities,2.25K,Greater Minnesota
ConnectAbility of MN,,https://www.youtube.com/results?search_query=ConnectAbility+of+MN,2.25K,Minnesota continuing education
Greater Minnesota Partnership,@greaterminnesotapartnershi7200,https://www.youtube.com/results?search_query=Greater+Minnesota+Partnership,2.25K,Greater Minnesota
St. John Woodbury,,https://www.youtube.com/results?search_query=St.+John+Woodbury,2.24K,Woodbury Minnesota
The Grove,,https://www.youtube.com/results?search_query=The+Grove,2.24K,Woodbury Minnesota
